"FimA_del" "WT" "FimA_over"
"purE" 85.7202674949407 36.439841316949 99.957379710332
"lpxH" 128.359141805804 66.5200939305776 60.9249583007163
"ppiB" 2038.0905516474 1123.4288382389 515.192774880758
"cysS" 83.4883797780596 58.2619437192164 32.5223253576078
"ybcI" 90.9676438305682 46.4727042166019 20.6054883678454
"folD" 105.623005517627 60.7697116559871 100.283639545827
"sfmA" 114.72195949912 692.602835754751 17.7121049982411
"sfmC" 49.7068649393899 40.3621411881567 7.67503767020067
"sfmD" 47.0365236627067 22.9269952299666 6.77274972770391
"sfmH" 45.2522273863962 22.8760094082515 4.98672520196231
"sfmF" 56.8016375359225 22.8176994802427 5.65469656656498
"fimZ" 36.0335200587727 18.5417271782376 4.26657873678907
"intD" 85.27858761035 54.8287134047153 64.901964790773
"exoD" 29559.3961333335 40567.6450136109 12869.5190097178
"peaD" 546.21416978751 363.555743024453 383.26693610672
"renD" 35.6672546259795 23.5633792321899 14.8244634254507
"insE3" 0 0 0
"insF3" 0 0 0
"emrE" 127.866922280988 70.3328391727476 157.95299366492
"ybcK" 13.8736679119034 8.70599346244577 1.27126615623249
"ybcL" 64.3874036099452 52.8503725694024 10.849229502275
"ybcM" 167.908812572696 135.15871992989 28.0005547980504
"ybcN" 61.3930124354562 24.8015492883624 6.6643093014981
"ybcO" 403.671241782244 207.981610909606 18.020990034254
"rusA" 159.637797726226 87.3669286787253 7.39681185993097
"quuD" 106.886821889496 61.914614003549 17.5833351113725
"nmpC" 33.8695957515538 17.7834425532695 9.37473319634115
"insH2" 0 0 0
"rrrD" 95.1043012212449 62.8458779047023 33.667076668896
"rzpD" 250.716200176984 177.739726583598 70.5498833213697
"borD" 3389.52051066737 2690.16214425234 1051.07915423601
"ybcV" 469.036131685886 440.005953009793 289.640390642646
"nohD" 1070.95547824348 666.268490383714 141.627170864849
"aaaD" 923.89686585294 729.55988619217 150.895364373515
"tfaD" 194.874348499932 110.289265288404 21.2942592839014
"ybcY" 56.9838051127702 31.7583692980192 15.4588862293501
"appY" 15.1599772522393 13.6963534958992 13.044079809935
"ompT" 57.7531253297988 37.9319353800504 26.5793660235854
"envY" 62.017943161525 29.0947354239693 11.9401993462772
"ybcH" 75.6395588724417 42.5106723167992 14.8148002828792
"nfrA" 59.7498497480303 31.8140930053201 22.7205028891794
"nfrB" 64.1307995657 35.3347318126711 18.2192018050542
"cusS" 71.5269819143984 35.8847887790365 20.1888427997795
"cusR" 111.060341641397 69.4025036065266 17.8649797917955
"cusC" 56.3567302755761 21.4870702081593 7.70593876927568
"cusF" 144.414406340881 51.0257852821895 15.2857735804761
"cusB" 49.7253457161454 23.4054303728134 7.50688641432681
"cusA" 70.438000846187 30.3702624035754 8.96126086687923
"pheP" 99.4100849145452 44.1813428209986 26.2983442771372
"ybdG" 94.6024185683939 45.073497496667 54.6715175480277
"nfsB" 150.863872330091 94.7658483373778 120.947817437845
"ybdF" 301.628253199378 178.712012389722 128.559372689957
"ybdK" 427.131030604114 587.735668649934 122.991570514042
"insL2" 183.832381310772 140.719764155468 83.3516690944084
"entD" 84.7575903927835 44.6176500021878 53.6053852203467
"fepA" 71.8587702517001 36.5731626788669 65.5715759381079
"fes" 78.7393892863276 34.6897728373824 83.4075660341412
"entF" 58.856705999357 27.303595578238 70.6051805931414
"fepE" 55.2232493528065 29.2028060332517 4.59681169504655
"fepC" 81.3324935622554 37.7937195598454 33.340842340385
"fepG" 65.4055370244995 34.5641832749004 64.9506059433948
"fepD" 102.463832231592 46.8412064877707 111.309808878842
"entS" 80.9838664380696 39.866512686398 41.6580167966012
"fepB" 111.561643962839 55.4500528859783 121.782002197322
"entC" 84.8761022110118 39.1564958097789 97.2564742066016
"entE" 87.1964044609039 39.8724627070975 93.6189528942677
"entB" 135.88943431254 72.7377408668495 122.087603489027
"entA" 112.830675778479 61.4065918180078 110.181764569654
"entH" 247.350226371693 116.229309798768 194.247896511603
"cstA" 1375.83137772585 2379.17213700044 39.7631856294664
"hcxA" 190.738008170125 204.125572115363 189.093724212017
"ybdL" 86.6534176617359 47.35592212669 181.969490184939
"ybdM" 102.48077373215 57.4134499274369 55.5491801267
"ybdN" 65.106176259823 30.142862471575 7.11182274726945
"ybdO" 36.8586913351613 22.2379026594636 6.0241518933544
"dsbG" 179.003736125698 127.474410077646 34.722293052968
"ahpC" 1902.0024051008 1676.78723686264 13098.5769199198
"ahpF" 135.428255278286 115.223188693949 980.212894296137
"uspG" 2301.94122293355 1921.03084467738 565.983691087956
"ybdR" 132.836156291344 91.2790608700555 29.4335726608153
"rnk" 997.5173372485 931.389846640495 65.1262416829616
"rna" 177.125298139723 121.024047162167 74.10391103187
"citT" 82.8838242840108 40.8207666195847 9.0276695395347
"citG" 98.1040721411974 55.2865802517596 7.76522510266444
"citX" 201.772154335816 101.974116303783 32.547688506825
"citF" 89.6250057018817 41.3903967986536 4.42856554722102
"citE" 109.721377152864 49.6854623205384 9.46807695946282
"citD" 686.760973891468 314.670164108116 27.9564107186905
"citC" 122.049698011216 56.4980499520973 9.04474321895964
"dpiB" 106.75689186311 59.9714313074178 22.7493738557051
"dpiA" 120.416707949808 54.4180441017158 37.5588396136285
"dcuC" 110.251205351514 56.4248554037457 15.486821598861
"pagP" 150.338152109219 94.9647713817477 25.4514124519158
"crcB" 304.75994670972 230.772652195046 338.2206224364
"ybeM" 227.984217870147 183.324160555797 65.8839937196331
"lipA" 204.808233990941 170.927530454559 167.772893627256
"ybeF" 71.4439207077074 45.1773612391612 19.0678060603983
"lipB" 146.169123305783 88.9630724107724 189.284009246691
"ybeD" 77217.0088181571 178718.068314926 20655.9013653461
"dacA" 83.7295548230261 54.9572902630896 40.5380063514475
"rlpA" 192.318709895292 123.759301439775 103.993474289102
"mrdB" 160.277257243096 93.2355087631053 34.3766770841344
"mrdA" 112.096322802364 60.6210257915588 24.7971887469806
"rlmH" 341.802275375477 211.18480208424 94.9995267233937
"rsfS" 927.336123736482 684.577055791863 370.607668790461
"cobC" 223.217272792901 119.04232377272 37.2615585054525
"nadD" 214.533938315728 127.496496216601 50.7072758715906
"holA" 123.633078676206 76.3537978945143 48.6986627335479
"lptE" 340.098715327576 328.856067176139 316.695369173998
"leuS" 336.321017554734 321.042847120065 247.117396666055
"ybeL" 3389.20548975935 3726.34193150866 134.064781153
"ybeQ" 147.691093215448 131.128447112964 12.8494026257278
"ybeR" 77.7921277447206 41.4297236485717 5.9373577360018
"djlB" 92.4503382466322 52.1160427730957 8.15570528587665
"ybeT" 77.4413295151879 48.9566388274518 7.6083868044582
"ybeU" 124.125996934366 78.8927716286631 9.20290449080279
"djlC" 130.249192978182 69.8222210596378 14.0710871748488
"hscC" 102.444188453776 54.9942517540038 10.7549190273853
"rihA" 194.677929618346 138.712337609198 23.7221148070293
"gltL" 366.654500386863 280.883790919228 109.93943044815
"gltK" 333.569299414349 263.42786802803 106.59798330779
"gltJ" 279.125786998822 222.435593582876 121.224968851919
"gltI" 1278.79255365738 1129.54656541554 506.336289571271
"insH3" 342.167973263798 262.257001487895 172.658811593411
"lnt" 197.615517081647 128.901042217353 108.518160656284
"ybeX" 372.654317198217 365.815528121154 562.978819943173
"ybeY" 942.322580727465 951.523397201227 657.447055800969
"ybeZ" 547.836599991798 552.914611191983 401.583566342275
"miaB" 196.154731246627 161.147800105653 103.992428356031
"ubiF" 212.071047518806 181.47529788763 34.2225788937517
"asnB" 137.616079460186 77.7977360145726 765.124861318758
"umpH" 276.535546460162 177.766155248034 96.9728259586631
"nagC" 200.88607264811 147.741036807958 83.1107128896586
"nagA" 216.304202348343 183.782818370689 75.6314399605361
"nagB" 381.603885704546 332.825749559795 80.3376730444049
"nagE" 267.586511788625 234.317045220849 35.3708951550806
"glnS" 134.818688799222 98.7540631031825 50.1799565511989
"chiP" 155.065710472311 83.1283558248789 7.95331127561277
"chiQ" 385.385569041726 239.41431917322 82.6738928680647
"fur" 2585.30994798602 1725.42022567132 848.085712948248
"fldA" 1334.04949177009 605.503004544167 177.488229819841
"ybfE" 1040.92760404372 663.411026523768 176.848238649233
"ybfF" 200.089484681794 116.466931588958 41.1498855348005
"seqA" 507.194118354423 461.129749575022 278.179752545616
"pgm" 329.585098897532 295.712508518678 163.547997663109
"ybfP" 251.271437874338 128.572531205577 33.5266447861664
"ybfG" 111.222507308493 71.2431141595572 11.541133461844
"potE" 149.462961544919 94.7017165747841 20.6198525767117
"speF" 119.919714877881 65.3905840468657 11.0258441922148
"kdpE" 205.185922366564 114.817877174728 42.9099392084236
"kdpD" 178.934492990447 111.006213832745 65.8041465619861
"kdpC" 320.210478873302 232.525842621391 46.8789015048177
"kdpB" 151.15164394941 87.9377137902806 26.8995417465838
"kdpA" 187.235586678707 112.819092129023 22.1292353088761
"rhsC" 187.009399223753 115.556363401697 22.4590083485345
"ybfB" 104.956069866683 61.7357678371197 18.3719761929033
"ybfO" 180.235310760136 110.829997537821 20.1141989432778
"ybfC" 102.952696116581 75.9234074021486 25.1538523571634
"ybfL" 85.7822235408385 43.3822101869891 8.5105580582095
"ybfD" 109.89144314586 62.3177779013398 12.2055371095279
"ybgA" 492.891538095907 355.68453807196 189.392929977471
"phr" 196.699568923522 131.728248947246 74.662724280371
"dtpD" 240.43084510139 148.623632389253 109.160693118562
"ybgI" 311.927256641961 243.687463454218 103.703770914072
"pxpB" 348.710436037653 276.417654596244 113.026090433574
"pxpC" 318.067033975682 284.524883038082 127.076581178011
"pxpA" 194.339628462664 151.694052323449 147.675241532106
"nei" 256.040790955251 153.936163613283 73.6628165775649
"abrB" 236.861531912014 147.035456876138 61.2102517627039
"ybgO" 149.097674249553 97.3334574167007 33.0409901083427
"ybgP" 150.474597292585 93.0268782507157 33.4830990092964
"ybgQ" 177.116248784255 117.191124468098 24.5905701986875
"ybgD" 232.13035182942 195.217073579515 50.3588082566717
"gltA" 648.948875021897 588.123056727534 239.979571594547
"sdhC" 4364.73657157367 2703.40470643153 157.223367957682
"sdhD" 1691.61843502368 1322.87969246967 98.5754387915497
"sdhA" 604.185593928278 466.650476788278 56.6032948302666
"sdhB" 884.265233784887 687.14356237804 95.4816505536026
"sucA" 614.853705948924 586.925331017736 75.6466785530167
"sucB" 944.888604041245 899.614709911735 130.788993575464
"sucC" 1039.58037145137 881.957354667757 111.654651026592
"sucD" 999.106759669114 877.947066665758 140.720530278576
"mngR" 251.999197515806 162.036126241151 70.4085603003562
"mngA" 210.391525732534 134.920357765932 27.1622759541417
"mngB" 177.031445711558 109.453935555462 56.842852060395
"cydA" 967.843589556098 1710.68893467119 871.626458612327
"cydB" 1103.3832415549 1767.85844427996 994.408839539811
"ybgE" 5943.0460393371 9254.27950302195 7070.59278674953
"ybgC" 455.283341589486 401.466311957361 400.894864765545
"tolQ" 356.526904362222 261.555796287094 216.43606229966
"tolR" 321.170983565411 278.631768781237 286.067843865108
"tolA" 338.53165784475 246.105343084168 203.471849772386
"tolB" 513.492405950416 435.264115243795 309.02559533239
"pal" 1394.97629965867 1092.29746252192 890.056582913517
"cpoB" 451.510584852121 338.474094691858 404.143275985076
"nadA" 296.409591322848 240.131741208142 232.116372749486
"pnuC" 456.227198637562 421.047153324608 221.550387173143
"zitB" 334.844748481675 317.19329661001 201.448294927524
"ybgS" 1901.22471939078 1598.32267206054 968.677526568059
"aroG" 380.075405915149 324.530386397985 769.341984459638
"gpmA" 1467.98717572001 1331.64466746612 1488.89753951017
"galM" 380.325562015746 474.034987362949 488.787506303117
"galK" 426.466888446022 390.843315787123 478.346258714546
"galT" 330.662583799841 300.834043795982 283.77752831098
"galE" 412.587154661357 383.230361395555 209.224606197404
"modF" 315.573105645746 291.498445921846 240.06739084751
"modE" 394.190969921259 384.791576220585 284.208222088447
"modA" 388.702867938592 367.45248505654 202.709762578617
"modB" 411.10356507695 374.299956196843 201.23179510037
"modC" 356.718602250028 313.823229428244 193.624502983655
"ybhA" 340.777828327329 330.723869172335 223.319809032801
"pgl" 659.400274354864 750.206535021852 281.647863988986
"ybhD" 415.13009433245 416.540953312013 253.852205935404
"ybhH" 222.812321293736 237.276333831387 161.158498609115
"ybhI" 268.12094990788 254.128737730551 131.428004458918
"ybhJ" 342.164769711817 307.854101157965 198.016379665109
"ybhC" 397.195951274495 397.630065999494 376.66188078424
"ybhB" 891.56732931644 688.381461747888 173.892581825482
"bioA" 396.789332222863 274.507542533001 43.9953754567644
"bioB" 460.72526722128 337.478582590131 40.6037991566208
"bioF" 271.220380737375 202.036419692837 41.1557934989927
"bioC" 223.104678619647 151.417835179146 36.7853789535437
"bioD" 363.584226766739 232.470763662412 38.4600195868094
"uvrB" 364.433248393795 367.091607871741 376.927055626655
"ybhK" 347.002269461972 231.561604209482 74.5096491157724
"moaA" 866.484413484331 664.961397370727 270.752975067817
"moaB" 1377.7042585421 1043.35823545537 510.647711266799
"moaC" 1007.93168141459 807.647650463146 410.352701884354
"moaE" 1064.47649524367 813.805774128914 339.580890518743
"ybhL" 904.943015048523 939.142463884766 324.83988008627
"ybhM" 269.75344218691 205.270595295517 41.0199040475676
"ybhN" 348.003386575091 227.03401755611 48.1374528370516
"clsB" 335.245110171628 235.07426579907 95.2664110465768
"ybhP" 409.318424866064 274.630712076251 126.300775307288
"ybhQ" 1463.65370923308 2404.22414443975 68.5539386136439
"ybhR" 309.805113302052 189.53987318513 26.3984759448672
"ybhS" 375.568071390353 240.500329223652 28.8066866222918
"ybhF" 323.974752104227 213.002809107799 41.4694341169631
"ybhG" 297.771018056424 232.643591564985 35.1095400025567
"cecR" 289.857083696308 221.727500726884 34.4977813451425
"rhlE" 243.468613733988 146.02024785533 55.228034759932
"ybiA" 407.03813579804 241.756709688814 34.6922021404692
"dinG" 243.273242196237 164.92267292868 59.7233084185937
"ybiB" 412.453037234621 357.482043444648 92.2279298588942
"hcxB" 290.980616689703 179.095839835644 126.408758462795
"ybiI" 20006.000071746 21648.4317141867 2531.33484194195
"ybiX" 256.67844046365 181.20434525312 42.5920878068798
"fiu" 220.111355175244 136.343291844296 22.933764897608
"rlmF" 267.38719497097 156.70249049622 35.6580680314046
"ybiO" 256.090341654816 185.664213840103 36.1129244381331
"glnQ" 852.73885751135 603.584570248287 388.540300106456
"glnP" 832.587963332526 649.170805099196 301.059077627425
"glnH" 3052.93339432425 2568.33576933866 555.830092729795
"dps" 7574.16740884276 7559.74871819136 1959.23727733364
"rhtA" 246.264603399685 164.732697777367 16.1606989872762
"ompX" 3391.44213287789 2513.04086817995 3921.78910057492
"opgE" 147.11003017948 88.2906761072099 23.3220179541319
"rybA" 358.078345548349 194.651815017939 31.2172779135068
"mntR" 456.963349694291 278.401635253265 123.310643958842
"ybiR" 262.126245567169 144.782825265707 23.0706621496555
"ldtB" 350.612038971966 240.325525959986 206.573894642805
"ybiT" 293.952891115309 247.419190699329 83.3951192228757
"ybiU" 183.864260464574 102.927463422786 84.7466250525459
"ybiV" 113.944073106541 63.5218385090358 99.5428026709339
"ybiW" 148.197294023681 81.4454028560205 13.7416976631546
"ybiY" 237.718900333761 122.189908907731 8.34773684755829
"fsaA" 254.042323471791 177.928831431768 27.6776888591225
"moeB" 289.154272002269 168.78741514064 67.6661640140377
"moeA" 274.320643072903 171.51117550043 69.7577390572961
"iaaA" 317.731202883226 277.61759031345 344.635063658696
"gsiA" 233.377718790359 178.04389089107 150.957556806974
"gsiB" 218.102654921644 166.40092725908 96.6588258843688
"gsiC" 290.304124634186 181.996984277583 48.7126307327948
"gsiD" 249.756625686802 153.359771663956 52.4518268518058
"pdeI" 78.5942876206713 41.7960562105906 9.78589989301337
"dgcI" 171.900405373897 91.0464398577409 10.5372538990189
"rimO" 232.816219903455 125.680342717946 21.1334613089668
"bssR" 38975.7054165979 40408.5326251215 1426.31877168133
"yliI" 257.687533795445 166.82013143788 57.7208609750429
"gstB" 567.810707349574 398.732920137046 105.488186984248
"dacC" 458.42535615378 501.225422593143 98.327147692718
"deoR" 233.364723827178 133.496047463169 71.5325997558641
"ybjG" 285.052715082855 171.298613533875 47.1382202123277
"mdfA" 390.754855737738 295.476957269658 47.2444738921888
"ybjH" 2107.07804146194 1362.29221803254 300.456611487706
"ybjI" 386.231116771483 245.570459487445 25.4253905617325
"ybjJ" 275.340440591423 181.279290228985 12.1431084875203
"rcdA" 432.141335426494 258.286035903948 14.7552304878596
"ybjL" 170.194233452942 119.740816832863 116.782723573862
"ybjM" 369.523132440725 218.155007140647 983.358748074971
"ybjC" 1437.94598079919 732.431468723143 188.075626920486
"nfsA" 244.684614067313 145.406102758506 60.0628126643855
"rimK" 277.54424719656 168.701330520068 43.2077101316453
"ybjN" 446.53965730603 339.394443316974 113.513213136078
"potF" 352.55875914336 642.597149616346 84.1365247355986
"potG" 219.768542107662 213.101557539944 38.6132182383911
"potH" 213.387569338439 141.356837839514 23.4977003976625
"potI" 251.440331804128 170.345376972144 35.5236684194969
"ybjO" 344.778899535607 196.002163504445 39.5382422256564
"rlmC" 201.788912066622 113.873649930048 73.5908163676943
"artJ" 222.887217941289 179.429723599416 1050.3598102068
"artM" 346.482343784159 275.276811604935 591.346854257315
"artQ" 407.589138578868 338.711444768553 588.318340758631
"artI" 652.460090733638 657.699860979209 737.648661342547
